Age,Locality,Education,Male,Female
83,Urban,JSS/JHS,0,0
83,Urban,Middle,0,1
83,Urban,SSS/SHS,0,0
83,Urban,Secondary,0,0
83,Urban,Voc/technical/commercial,0,0
83,Urban,Post middle/secondary Certificate,0,0
83,Urban,Post middle/secondary Diploma,0,0
83,Urban,Tertiary/HND,0,0
83,Urban,Tertiary - Bachelor's Degree,0,0
83,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
83,Urban,Tertiary - Master's Degree,0,0
83,Urban,Tertiary - PhD,0,0
83,Urban,Other (specify),0,0
84,Rural,Never attended,8,23
84,Rural,Nursery,0,0
84,Rural,Kindergarten,0,0
84,Rural,Primary,0,0
84,Rural,JSS/JHS,0,0
84,Rural,Middle,0,0
84,Rural,SSS/SHS,0,0
84,Rural,Secondary,0,0
84,Rural,Voc/technical/commercial,0,0
84,Rural,Post middle/secondary Certificate,0,0
84,Rural,Post middle/secondary Diploma,0,0
84,Rural,Tertiary/HND,0,0
84,Rural,Tertiary - Bachelor's Degree,0,0
84,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
84,Rural,Tertiary - Master's Degree,0,0
84,Rural,Tertiary - PhD,0,0
84,Rural,Other (specify),0,0
84,Urban,Never attended,5,37
84,Urban,Nursery,0,0
84,Urban,Kindergarten,0,0
84,Urban,Primary,0,0
84,Urban,JSS/JHS,0,0
84,Urban,Middle,0,0
84,Urban,SSS/SHS,0,0
84,Urban,Secondary,0,0
84,Urban,Voc/technical/commercial,0,0
84,Urban,Post middle/secondary Certificate,0,0
84,Urban,Post middle/secondary Diploma,0,0
84,Urban,Tertiary/HND,0,0
84,Urban,Tertiary - Bachelor's Degree,0,0
84,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
84,Urban,Tertiary - Master's Degree,0,0
84,Urban,Tertiary - PhD,0,0
84,Urban,Other (specify),0,0
85-89,Rural,Never attended,57,51
85-89,Rural,Nursery,0,0
85-89,Rural,Kindergarten,0,0
85-89,Rural,Primary,0,0
85-89,Rural,JSS/JHS,0,0
85-89,Rural,Middle,0,0
85-89,Rural,SSS/SHS,0,0
85-89,Rural,Secondary,0,0
85-89,Rural,Voc/technical/commercial,0,0
85-89,Rural,Post middle/secondary Certificate,0,0
85-89,Rural,Post middle/secondary Diploma,0,0
85-89,Rural,Tertiary/HND,0,0
85-89,Rural,Tertiary - Bachelor's Degree,0,0
85-89,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
85-89,Rural,Tertiary - Master's Degree,0,0
85-89,Rural,Tertiary - PhD,0,0
85-89,Rural,Other (specify),0,0
85-89,Urban,Never attended,60,118
85-89,Urban,Nursery,0,0
85-89,Urban,Kindergarten,0,0
85-89,Urban,Primary,0,0
85-89,Urban,JSS/JHS,0,0
85-89,Urban,Middle,1,0
85-89,Urban,SSS/SHS,0,0
85-89,Urban,Secondary,2,1
85-89,Urban,Voc/technical/commercial,0,0
85-89,Urban,Post middle/secondary Certificate,0,0
85-89,Urban,Post middle/secondary Diploma,0,0
85-89,Urban,Tertiary/HND,0,0
85-89,Urban,Tertiary - Bachelor's Degree,0,0
85-89,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
85-89,Urban,Tertiary - Master's Degree,0,0
85-89,Urban,Tertiary - PhD,0,0
85-89,Urban,Other (specify),0,0
85,Rural,Never attended,18,26
85,Rural,Nursery,0,0
85,Rural,Kindergarten,0,0
85,Rural,Primary,0,0
85,Rural,JSS/JHS,0,0
85,Rural,Middle,0,0
85,Rural,SSS/SHS,0,0
85,Rural,Secondary,0,0
85,Rural,Voc/technical/commercial,0,0
85,Rural,Post middle/secondary Certificate,0,0
85,Rural,Post middle/secondary Diploma,0,0
85,Rural,Tertiary/HND,0,0
85,Rural,Tertiary - Bachelor's Degree,0,0
85,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
85,Rural,Tertiary - Master's Degree,0,0
85,Rural,Tertiary - PhD,0,0
85,Rural,Other (specify),0,0
85,Urban,Never attended,15,38
85,Urban,Nursery,0,0
85,Urban,Kindergarten,0,0
85,Urban,Primary,0,0
85,Urban,JSS/JHS,0,0
85,Urban,Middle,0,0
85,Urban,SSS/SHS,0,0
85,Urban,Secondary,2,0
85,Urban,Voc/technical/commercial,0,0
85,Urban,Post middle/secondary Certificate,0,0
85,Urban,Post middle/secondary Diploma,0,0
85,Urban,Tertiary/HND,0,0
85,Urban,Tertiary - Bachelor's Degree,0,0
85,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
85,Urban,Tertiary - Master's Degree,0,0
85,Urban,Tertiary - PhD,0,0
85,Urban,Other (specify),0,0
86,Rural,Never attended,23,17
86,Rural,Nursery,0,0
86,Rural,Kindergarten,0,0
86,Rural,Primary,0,0
86,Rural,JSS/JHS,0,0
86,Rural,Middle,0,0
86,Rural,SSS/SHS,0,0
86,Rural,Secondary,0,0
86,Rural,Voc/technical/commercial,0,0
86,Rural,Post middle/secondary Certificate,0,0
86,Rural,Post middle/secondary Diploma,0,0
86,Rural,Tertiary/HND,0,0
86,Rural,Tertiary - Bachelor's Degree,0,0
86,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
86,Rural,Tertiary - Master's Degree,0,0
86,Rural,Tertiary - PhD,0,0
86,Rural,Other (specify),0,0
86,Urban,Never attended,24,42
86,Urban,Nursery,0,0
86,Urban,Kindergarten,0,0
86,Urban,Primary,0,0
86,Urban,JSS/JHS,0,0
86,Urban,Middle,0,0
86,Urban,SSS/SHS,0,0
86,Urban,Secondary,0,0
86,Urban,Voc/technical/commercial,0,0
86,Urban,Post middle/secondary Certificate,0,0
86,Urban,Post middle/secondary Diploma,0,0
86,Urban,Tertiary/HND,0,0
86,Urban,Tertiary - Bachelor's Degree,0,0
86,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
86,Urban,Tertiary - Master's Degree,0,0
86,Urban,Tertiary - PhD,0,0
86,Urban,Other (specify),0,0
87,Rural,Never attended,5,3
87,Rural,Nursery,0,0
87,Rural,Kindergarten,0,0
87,Rural,Primary,0,0
87,Rural,JSS/JHS,0,0
87,Rural,Middle,0,0
87,Rural,SSS/SHS,0,0
87,Rural,Secondary,0,0
87,Rural,Voc/technical/commercial,0,0
87,Rural,Post middle/secondary Certificate,0,0
87,Rural,Post middle/secondary Diploma,0,0
87,Rural,Tertiary/HND,0,0
87,Rural,Tertiary - Bachelor's Degree,0,0
87,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
87,Rural,Tertiary - Master's Degree,0,0
87,Rural,Tertiary - PhD,0,0
87,Rural,Other (specify),0,0
87,Urban,Never attended,7,19
87,Urban,Nursery,0,0
87,Urban,Kindergarten,0,0
87,Urban,Primary,0,0
87,Urban,JSS/JHS,0,0
87,Urban,Middle,1,0
87,Urban,SSS/SHS,0,0
87,Urban,Secondary,0,1
87,Urban,Voc/technical/commercial,0,0
87,Urban,Post middle/secondary Certificate,0,0
87,Urban,Post middle/secondary Diploma,0,0
87,Urban,Tertiary/HND,0,0
87,Urban,Tertiary - Bachelor's Degree,0,0
87,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
87,Urban,Tertiary - Master's Degree,0,0
87,Urban,Tertiary - PhD,0,0
87,Urban,Other (specify),0,0
88,Rural,Never attended,7,0
88,Rural,Nursery,0,0
88,Rural,Kindergarten,0,0
88,Rural,Primary,0,0
88,Rural,JSS/JHS,0,0
88,Rural,Middle,0,0
88,Rural,SSS/SHS,0,0
88,Rural,Secondary,0,0
88,Rural,Voc/technical/commercial,0,0
88,Rural,Post middle/secondary Certificate,0,0
88,Rural,Post middle/secondary Diploma,0,0
88,Rural,Tertiary/HND,0,0
88,Rural,Tertiary - Bachelor's Degree,0,0
88,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
88,Rural,Tertiary - Master's Degree,0,0
88,Rural,Tertiary - PhD,0,0
88,Rural,Other (specify),0,0
88,Urban,Never attended,7,3
88,Urban,Nursery,0,0
88,Urban,Kindergarten,0,0
88,Urban,Primary,0,0
88,Urban,JSS/JHS,0,0
88,Urban,Middle,0,0
88,Urban,SSS/SHS,0,0
88,Urban,Secondary,0,0
88,Urban,Voc/technical/commercial,0,0
88,Urban,Post middle/secondary Certificate,0,0
88,Urban,Post middle/secondary Diploma,0,0
88,Urban,Tertiary/HND,0,0
88,Urban,Tertiary - Bachelor's Degree,0,0
88,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
88,Urban,Tertiary - Master's Degree,0,0
88,Urban,Tertiary - PhD,0,0
88,Urban,Other (specify),0,0
89,Rural,Never attended,4,5
89,Rural,Nursery,0,0
89,Rural,Kindergarten,0,0
89,Rural,Primary,0,0
89,Rural,JSS/JHS,0,0
89,Rural,Middle,0,0
89,Rural,SSS/SHS,0,0
89,Rural,Secondary,0,0
89,Rural,Voc/technical/commercial,0,0
89,Rural,Post middle/secondary Certificate,0,0
89,Rural,Post middle/secondary Diploma,0,0
89,Rural,Tertiary/HND,0,0
89,Rural,Tertiary - Bachelor's Degree,0,0
89,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
89,Rural,Tertiary - Master's Degree,0,0
89,Rural,Tertiary - PhD,0,0
89,Rural,Other (specify),0,0
89,Urban,Never attended,7,16
89,Urban,Nursery,0,0
89,Urban,Kindergarten,0,0
89,Urban,Primary,0,0
89,Urban,JSS/JHS,0,0
89,Urban,Middle,0,0
89,Urban,SSS/SHS,0,0
89,Urban,Secondary,0,0
89,Urban,Voc/technical/commercial,0,0
89,Urban,Post middle/secondary Certificate,0,0
89,Urban,Post middle/secondary Diploma,0,0
89,Urban,Tertiary/HND,0,0
89,Urban,Tertiary - Bachelor's Degree,0,0
89,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
89,Urban,Tertiary - Master's Degree,0,0
89,Urban,Tertiary - PhD,0,0
89,Urban,Other (specify),0,0
90-94,Rural,Never attended,25,25
90-94,Rural,Nursery,0,0
90-94,Rural,Kindergarten,0,0
90-94,Rural,Primary,0,0
90-94,Rural,JSS/JHS,0,0
90-94,Rural,Middle,0,0
90-94,Rural,SSS/SHS,0,0
90-94,Rural,Secondary,0,0
90-94,Rural,Voc/technical/commercial,0,0
90-94,Rural,Post middle/secondary Certificate,0,0
90-94,Rural,Post middle/secondary Diploma,0,0
90-94,Rural,Tertiary/HND,0,0
90-94,Rural,Tertiary - Bachelor's Degree,0,0
90-94,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
90-94,Rural,Tertiary - Master's Degree,0,0
90-94,Rural,Tertiary - PhD,0,0
90-94,Rural,Other (specify),0,0
90-94,Urban,Never attended,26,40
90-94,Urban,Nursery,0,0
90-94,Urban,Kindergarten,0,0
90-94,Urban,Primary,3,1
90-94,Urban,JSS/JHS,0,0
90-94,Urban,Middle,0,0
90-94,Urban,SSS/SHS,0,0
90-94,Urban,Secondary,0,0
90-94,Urban,Voc/technical/commercial,0,0
90-94,Urban,Post middle/secondary Certificate,0,0
90-94,Urban,Post middle/secondary Diploma,0,0
90-94,Urban,Tertiary/HND,0,0
90-94,Urban,Tertiary - Bachelor's Degree,0,0
90-94,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
90-94,Urban,Tertiary - Master's Degree,0,0
90-94,Urban,Tertiary - PhD,0,0
90-94,Urban,Other (specify),0,0
90,Rural,Never attended,9,8
90,Rural,Nursery,0,0
90,Rural,Kindergarten,0,0
90,Rural,Primary,0,0
90,Rural,JSS/JHS,0,0
90,Rural,Middle,0,0
90,Rural,SSS/SHS,0,0
90,Rural,Secondary,0,0
90,Rural,Voc/technical/commercial,0,0
90,Rural,Post middle/secondary Certificate,0,0
90,Rural,Post middle/secondary Diploma,0,0
90,Rural,Tertiary/HND,0,0
90,Rural,Tertiary - Bachelor's Degree,0,0
90,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
90,Rural,Tertiary - Master's Degree,0,0
90,Rural,Tertiary - PhD,0,0
90,Rural,Other (specify),0,0
90,Urban,Never attended,8,17
90,Urban,Nursery,0,0
90,Urban,Kindergarten,0,0
90,Urban,Primary,0,1
90,Urban,JSS/JHS,0,0
90,Urban,Middle,0,0
90,Urban,SSS/SHS,0,0
90,Urban,Secondary,0,0
90,Urban,Voc/technical/commercial,0,0
90,Urban,Post middle/secondary Certificate,0,0
90,Urban,Post middle/secondary Diploma,0,0
90,Urban,Tertiary/HND,0,0
90,Urban,Tertiary - Bachelor's Degree,0,0
90,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
90,Urban,Tertiary - Master's Degree,0,0
90,Urban,Tertiary - PhD,0,0
90,Urban,Other (specify),0,0
91,Rural,Never attended,12,10
91,Rural,Nursery,0,0
91,Rural,Kindergarten,0,0
91,Rural,Primary,0,0
91,Rural,JSS/JHS,0,0
91,Rural,Middle,0,0
91,Rural,SSS/SHS,0,0
91,Rural,Secondary,0,0
91,Rural,Voc/technical/commercial,0,0
91,Rural,Post middle/secondary Certificate,0,0
91,Rural,Post middle/secondary Diploma,0,0
91,Rural,Tertiary/HND,0,0
91,Rural,Tertiary - Bachelor's Degree,0,0
91,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
91,Rural,Tertiary - Master's Degree,0,0
91,Rural,Tertiary - PhD,0,0
91,Rural,Other (specify),0,0
91,Urban,Never attended,13,15
91,Urban,Nursery,0,0
91,Urban,Kindergarten,0,0
91,Urban,Primary,1,0
91,Urban,JSS/JHS,0,0
91,Urban,Middle,0,0
91,Urban,SSS/SHS,0,0
91,Urban,Secondary,0,0
91,Urban,Voc/technical/commercial,0,0
91,Urban,Post middle/secondary Certificate,0,0
91,Urban,Post middle/secondary Diploma,0,0
91,Urban,Tertiary/HND,0,0
91,Urban,Tertiary - Bachelor's Degree,0,0
91,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
91,Urban,Tertiary - Master's Degree,0,0
91,Urban,Tertiary - PhD,0,0
91,Urban,Other (specify),0,0
92,Rural,Never attended,1,1
92,Rural,Nursery,0,0
92,Rural,Kindergarten,0,0
92,Rural,Primary,0,0
92,Rural,JSS/JHS,0,0
92,Rural,Middle,0,0
92,Rural,SSS/SHS,0,0
92,Rural,Secondary,0,0
92,Rural,Voc/technical/commercial,0,0
92,Rural,Post middle/secondary Certificate,0,0
92,Rural,Post middle/secondary Diploma,0,0
92,Rural,Tertiary/HND,0,0
92,Rural,Tertiary - Bachelor's Degree,0,0
92,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
92,Rural,Tertiary - Master's Degree,0,0
92,Rural,Tertiary - PhD,0,0
92,Rural,Other (specify),0,0
92,Urban,Never attended,1,2
92,Urban,Nursery,0,0
92,Urban,Kindergarten,0,0
92,Urban,Primary,0,0
92,Urban,JSS/JHS,0,0
92,Urban,Middle,0,0
92,Urban,SSS/SHS,0,0
92,Urban,Secondary,0,0
92,Urban,Voc/technical/commercial,0,0
92,Urban,Post middle/secondary Certificate,0,0
92,Urban,Post middle/secondary Diploma,0,0
92,Urban,Tertiary/HND,0,0
92,Urban,Tertiary - Bachelor's Degree,0,0
92,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
92,Urban,Tertiary - Master's Degree,0,0
92,Urban,Tertiary - PhD,0,0
92,Urban,Other (specify),0,0
93,Rural,Never attended,0,1
93,Rural,Nursery,0,0
93,Rural,Kindergarten,0,0
93,Rural,Primary,0,0
93,Rural,JSS/JHS,0,0
93,Rural,Middle,0,0
93,Rural,SSS/SHS,0,0
93,Rural,Secondary,0,0
93,Rural,Voc/technical/commercial,0,0
93,Rural,Post middle/secondary Certificate,0,0
93,Rural,Post middle/secondary Diploma,0,0
93,Rural,Tertiary/HND,0,0
93,Rural,Tertiary - Bachelor's Degree,0,0
93,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
93,Rural,Tertiary - Master's Degree,0,0
93,Rural,Tertiary - PhD,0,0
93,Rural,Other (specify),0,0
93,Urban,Never attended,4,5
93,Urban,Nursery,0,0
93,Urban,Kindergarten,0,0
93,Urban,Primary,1,0
93,Urban,JSS/JHS,0,0
93,Urban,Middle,0,0
93,Urban,SSS/SHS,0,0
93,Urban,Secondary,0,0
93,Urban,Voc/technical/commercial,0,0
93,Urban,Post middle/secondary Certificate,0,0
93,Urban,Post middle/secondary Diploma,0,0
93,Urban,Tertiary/HND,0,0
93,Urban,Tertiary - Bachelor's Degree,0,0
93,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
93,Urban,Tertiary - Master's Degree,0,0
93,Urban,Tertiary - PhD,0,0
93,Urban,Other (specify),0,0
94,Rural,Never attended,3,5
94,Rural,Nursery,0,0
94,Rural,Kindergarten,0,0
94,Rural,Primary,0,0
94,Rural,JSS/JHS,0,0
94,Rural,Middle,0,0
94,Rural,SSS/SHS,0,0
94,Rural,Secondary,0,0
94,Rural,Voc/technical/commercial,0,0
94,Rural,Post middle/secondary Certificate,0,0
94,Rural,Post middle/secondary Diploma,0,0
94,Rural,Tertiary/HND,0,0
94,Rural,Tertiary - Bachelor's Degree,0,0
94,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
94,Rural,Tertiary - Master's Degree,0,0
94,Rural,Tertiary - PhD,0,0
94,Rural,Other (specify),0,0
94,Urban,Never attended,0,1
94,Urban,Nursery,0,0
94,Urban,Kindergarten,0,0
94,Urban,Primary,1,0
94,Urban,JSS/JHS,0,0
94,Urban,Middle,0,0
94,Urban,SSS/SHS,0,0
94,Urban,Secondary,0,0
94,Urban,Voc/technical/commercial,0,0
94,Urban,Post middle/secondary Certificate,0,0
94,Urban,Post middle/secondary Diploma,0,0
94,Urban,Tertiary/HND,0,0
94,Urban,Tertiary - Bachelor's Degree,0,0
94,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
94,Urban,Tertiary - Master's Degree,0,0
94,Urban,Tertiary - PhD,0,0
94,Urban,Other (specify),0,0
95-99,Rural,Never attended,7,2
95-99,Rural,Nursery,0,0
95-99,Rural,Kindergarten,0,0
95-99,Rural,Primary,0,0
95-99,Rural,JSS/JHS,0,0
95-99,Rural,Middle,0,0
95-99,Rural,SSS/SHS,0,0
95-99,Rural,Secondary,0,0
95-99,Rural,Voc/technical/commercial,0,0
95-99,Rural,Post middle/secondary Certificate,0,0
95-99,Rural,Post middle/secondary Diploma,0,0
95-99,Rural,Tertiary/HND,0,0
95-99,Rural,Tertiary - Bachelor's Degree,0,0
95-99,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
95-99,Rural,Tertiary - Master's Degree,0,0
95-99,Rural,Tertiary - PhD,0,0
95-99,Rural,Other (specify),0,0
95-99,Urban,Never attended,3,8
95-99,Urban,Nursery,0,0
95-99,Urban,Kindergarten,0,0
95-99,Urban,Primary,0,0
95-99,Urban,JSS/JHS,0,0
95-99,Urban,Middle,0,0
95-99,Urban,SSS/SHS,0,0
95-99,Urban,Secondary,0,0
95-99,Urban,Voc/technical/commercial,0,0
95-99,Urban,Post middle/secondary Certificate,0,0
95-99,Urban,Post middle/secondary Diploma,0,0
95-99,Urban,Tertiary/HND,0,0
95-99,Urban,Tertiary - Bachelor's Degree,0,0
95-99,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
95-99,Urban,Tertiary - Master's Degree,0,0
95-99,Urban,Tertiary - PhD,0,0
95-99,Urban,Other (specify),0,0
95,Rural,Never attended,0,1
95,Rural,Nursery,0,0
95,Rural,Kindergarten,0,0
95,Rural,Primary,0,0
95,Rural,JSS/JHS,0,0
95,Rural,Middle,0,0
95,Rural,SSS/SHS,0,0
95,Rural,Secondary,0,0
95,Rural,Voc/technical/commercial,0,0
95,Rural,Post middle/secondary Certificate,0,0
95,Rural,Post middle/secondary Diploma,0,0
95,Rural,Tertiary/HND,0,0
95,Rural,Tertiary - Bachelor's Degree,0,0
95,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
95,Rural,Tertiary - Master's Degree,0,0
95,Rural,Tertiary - PhD,0,0
95,Rural,Other (specify),0,0
95,Urban,Never attended,1,2
95,Urban,Nursery,0,0
95,Urban,Kindergarten,0,0
95,Urban,Primary,0,0
95,Urban,JSS/JHS,0,0
95,Urban,Middle,0,0
95,Urban,SSS/SHS,0,0
95,Urban,Secondary,0,0
95,Urban,Voc/technical/commercial,0,0
95,Urban,Post middle/secondary Certificate,0,0
95,Urban,Post middle/secondary Diploma,0,0
95,Urban,Tertiary/HND,0,0
95,Urban,Tertiary - Bachelor's Degree,0,0
95,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
95,Urban,Tertiary - Master's Degree,0,0
95,Urban,Tertiary - PhD,0,0
95,Urban,Other (specify),0,0
96,Rural,Never attended,3,0
96,Rural,Nursery,0,0
96,Rural,Kindergarten,0,0
96,Rural,Primary,0,0
96,Rural,JSS/JHS,0,0
96,Rural,Middle,0,0
96,Rural,SSS/SHS,0,0
96,Rural,Secondary,0,0
96,Rural,Voc/technical/commercial,0,0
96,Rural,Post middle/secondary Certificate,0,0
96,Rural,Post middle/secondary Diploma,0,0
96,Rural,Tertiary/HND,0,0
96,Rural,Tertiary - Bachelor's Degree,0,0
96,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
96,Rural,Tertiary - Master's Degree,0,0
96,Rural,Tertiary - PhD,0,0
96,Rural,Other (specify),0,0
96,Urban,Never attended,1,2
96,Urban,Nursery,0,0
96,Urban,Kindergarten,0,0
96,Urban,Primary,0,0
96,Urban,JSS/JHS,0,0
96,Urban,Middle,0,0
96,Urban,SSS/SHS,0,0
96,Urban,Secondary,0,0
96,Urban,Voc/technical/commercial,0,0
96,Urban,Post middle/secondary Certificate,0,0
96,Urban,Post middle/secondary Diploma,0,0
96,Urban,Tertiary/HND,0,0
96,Urban,Tertiary - Bachelor's Degree,0,0
96,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
96,Urban,Tertiary - Master's Degree,0,0
96,Urban,Tertiary - PhD,0,0
96,Urban,Other (specify),0,0
97,Rural,Never attended,0,1
97,Rural,Nursery,0,0
97,Rural,Kindergarten,0,0
97,Rural,Primary,0,0
97,Rural,JSS/JHS,0,0
97,Rural,Middle,0,0
97,Rural,SSS/SHS,0,0
97,Rural,Secondary,0,0
97,Rural,Voc/technical/commercial,0,0
97,Rural,Post middle/secondary Certificate,0,0
97,Rural,Post middle/secondary Diploma,0,0
97,Rural,Tertiary/HND,0,0
97,Rural,Tertiary - Bachelor's Degree,0,0
97,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
97,Rural,Tertiary - Master's Degree,0,0
97,Rural,Tertiary - PhD,0,0
97,Rural,Other (specify),0,0
97,Urban,Never attended,1,1
97,Urban,Nursery,0,0
97,Urban,Kindergarten,0,0
97,Urban,Primary,0,0
97,Urban,JSS/JHS,0,0
97,Urban,Middle,0,0
97,Urban,SSS/SHS,0,0
97,Urban,Secondary,0,0
97,Urban,Voc/technical/commercial,0,0
97,Urban,Post middle/secondary Certificate,0,0
97,Urban,Post middle/secondary Diploma,0,0
97,Urban,Tertiary/HND,0,0
97,Urban,Tertiary - Bachelor's Degree,0,0
97,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
97,Urban,Tertiary - Master's Degree,0,0
97,Urban,Tertiary - PhD,0,0
97,Urban,Other (specify),0,0
98,Rural,Never attended,4,0
98,Rural,Nursery,0,0
98,Rural,Kindergarten,0,0
98,Rural,Primary,0,0
98,Rural,JSS/JHS,0,0
98,Rural,Middle,0,0
98,Rural,SSS/SHS,0,0
98,Rural,Secondary,0,0
98,Rural,Voc/technical/commercial,0,0
98,Rural,Post middle/secondary Certificate,0,0
98,Rural,Post middle/secondary Diploma,0,0
98,Rural,Tertiary/HND,0,0
98,Rural,Tertiary - Bachelor's Degree,0,0
98,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
98,Rural,Tertiary - Master's Degree,0,0
98,Rural,Tertiary - PhD,0,0
98,Rural,Other (specify),0,0
98,Urban,Never attended,0,2
98,Urban,Nursery,0,0
98,Urban,Kindergarten,0,0
98,Urban,Primary,0,0
98,Urban,JSS/JHS,0,0
98,Urban,Middle,0,0
98,Urban,SSS/SHS,0,0
98,Urban,Secondary,0,0
98,Urban,Voc/technical/commercial,0,0
98,Urban,Post middle/secondary Certificate,0,0
98,Urban,Post middle/secondary Diploma,0,0
98,Urban,Tertiary/HND,0,0
98,Urban,Tertiary - Bachelor's Degree,0,0
98,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
98,Urban,Tertiary - Master's Degree,0,0
98,Urban,Tertiary - PhD,0,0
98,Urban,Other (specify),0,0
99,Rural,Never attended,0,0
99,Rural,Nursery,0,0
99,Rural,Kindergarten,0,0
99,Rural,Primary,0,0
99,Rural,JSS/JHS,0,0
99,Rural,Middle,0,0
99,Rural,SSS/SHS,0,0
99,Rural,Secondary,0,0
99,Rural,Voc/technical/commercial,0,0
99,Rural,Post middle/secondary Certificate,0,0
99,Rural,Post middle/secondary Diploma,0,0
99,Rural,Tertiary/HND,0,0
99,Rural,Tertiary - Bachelor's Degree,0,0
99,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
99,Rural,Tertiary - Master's Degree,0,0
99,Rural,Tertiary - PhD,0,0
99,Rural,Other (specify),0,0
99,Urban,Never attended,0,1
99,Urban,Nursery,0,0
99,Urban,Kindergarten,0,0
99,Urban,Primary,0,0
99,Urban,JSS/JHS,0,0
99,Urban,Middle,0,0
99,Urban,SSS/SHS,0,0
99,Urban,Secondary,0,0
99,Urban,Voc/technical/commercial,0,0
99,Urban,Post middle/secondary Certificate,0,0
99,Urban,Post middle/secondary Diploma,0,0
99,Urban,Tertiary/HND,0,0
99,Urban,Tertiary - Bachelor's Degree,0,0
99,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
99,Urban,Tertiary - Master's Degree,0,0
99,Urban,Tertiary - PhD,0,0
99,Urban,Other (specify),0,0
100+,Rural,Never attended,3,6
100+,Rural,Nursery,0,0
100+,Rural,Kindergarten,0,0
100+,Rural,Primary,0,0
100+,Rural,JSS/JHS,0,0
100+,Rural,Middle,0,0
100+,Rural,SSS/SHS,0,0
100+,Rural,Secondary,0,0
100+,Rural,Voc/technical/commercial,0,0
100+,Rural,Post middle/secondary Certificate,0,0
100+,Rural,Post middle/secondary Diploma,0,0
100+,Rural,Tertiary/HND,0,0
100+,Rural,Tertiary - Bachelor's Degree,0,0
100+,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
100+,Rural,Tertiary - Master's Degree,0,0
100+,Rural,Tertiary - PhD,0,0
100+,Rural,Other (specify),0,0
100+,Urban,Never attended,6,10
100+,Urban,Nursery,0,0
100+,Urban,Kindergarten,0,0
100+,Urban,Primary,0,0
100+,Urban,JSS/JHS,0,0
100+,Urban,Middle,0,0
100+,Urban,SSS/SHS,0,0
100+,Urban,Secondary,0,0
100+,Urban,Voc/technical/commercial,0,0
100+,Urban,Post middle/secondary Certificate,0,0
100+,Urban,Post middle/secondary Diploma,0,0
100+,Urban,Tertiary/HND,0,0
100+,Urban,Tertiary - Bachelor's Degree,0,0
100+,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
100+,Urban,Tertiary - Master's Degree,0,0
100+,Urban,Tertiary - PhD,0,0
100+,Urban,Other (specify),0,0
